property_url,mls,mls_id,status,style,street,unit,city,state,zip_code,beds,full_baths,half_baths,sqft,year_built,days_on_mls,list_price,list_date,sold_price,last_sold_date,lot_sqft,price_per_sqft,latitude,longitude,stories,hoa_fee,parking_garage
https://www.realtor.com/realestateandhomes-detail/2991452412,SDCA,230022702,FOR_SALE,CONDOS,888 W E St,Unit 1703,San Diego,CA,92101,2,2,,1276,2018,2,1699000,2023-11-18,,,,1332,32.715116,-117.170522,1,1767,2
https://www.realtor.com/realestateandhomes-detail/2098396328,MRCA,PTP2305725,FOR_SALE,SINGLE_FAMILY,4281  Kirkcaldy Dr,,San Diego,CA,92111,3,2,,1056,1961,2,825000,2023-11-18,155000,1990-06-14,6600,781,32.819996,-117.159866,1,0,2
https://www.realtor.com/realestateandhomes-detail/1671322329,SDCA,230022695,FOR_SALE,SINGLE_FAMILY,11230  Madrigal St,,San Diego,CA,92129,4,2,1,2376,1970,2,899000,2023-11-18,,,9200,378,32.990657,-117.086383,2,0,2
https://www.realtor.com/realestateandhomes-detail/1303269878,SDCA,230022691,FOR_SALE,CONDOS,14912  Avenida Venusto,Unit 3,San Diego,CA,92128,1,1,,708,1988,2,500000,2023-11-18,280000,2005-04-29,,706,32.99054,-117.069406,1,372,
https://www.realtor.com/realestateandhomes-detail/2454046586,MRCA,PTP2305722,FOR_SALE,LAND,1515  Republic St,,San Diego,CA,92114,,,,,,2,215000,2023-11-18,125000,2018-05-02,11417,,32.719976,-117.064427,,0,
https://www.realtor.com/realestateandhomes-detail/1668561470,SDCA,230022681,FOR_SALE,TOWNHOMES,3024  Caminito Niquel,,San Diego,CA,92117,3,3,,1501,1978,2,895000,2023-11-18,207000,1998-01-28,440392,596,32.825175,-117.222565,2,300,2
https://www.realtor.com/realestateandhomes-detail/2391721636,SDCA,230022678,FOR_SALE,SINGLE_FAMILY,2765  Cordoba Cv,,Del Mar,CA,92014,4,2,,1665,1971,2,1695000,2023-11-18,54000,1979-03-23,25600,1018,32.945239,-117.245004,1,0,3
https://www.realtor.com/realestateandhomes-detail/1887012864,SDCA,230022677,FOR_SALE,SINGLE_FAMILY,2779  Cordoba Cv,,Del Mar,CA,92014,3,2,,1527,1971,2,1545000,2023-11-18,905000,2005-05-31,9600,1012,32.945205,-117.244589,1,0,2
https://www.realtor.com/realestateandhomes-detail/9013900177,LC1B,110600093,FOR_SALE,SINGLE_FAMILY,2112  Senita Dr,,San Diego,CA,92154,3,3,,1385,,2,537900,2023-11-18,,,,388,,,2,,2
https://www.realtor.com/realestateandhomes-detail/9728519835,LC1B,110600022,FOR_SALE,SINGLE_FAMILY,2135  Reed Dr,,San Diego,CA,92154,3,3,1,1643,,2,600900,2023-11-18,,,,366,,,3,,2
https://www.realtor.com/realestateandhomes-detail/2491855223,SDCA,230022675,FOR_SALE,TOWNHOMES,12646  Carmel Country Rd,Unit 158,San Diego,CA,92130,2,2,1,1050,1991,3,879000,2023-11-17,500000,2017-12-11,,837,32.950675,-117.229924,2,525,2
https://www.realtor.com/realestateandhomes-detail/1830276064,SDCA,230022673,FOR_SALE,SINGLE_FAMILY,3904  T St,,San Diego,CA,92113,4,2,,1342,1971,3,739900,2023-11-17,,,5200,551,32.699085,-117.110159,1,0,2
https://www.realtor.com/realestateandhomes-detail/2500001575,SDCA,230022672,FOR_SALE,CONDOS,5075  Narragansett Ave,Unit 109,San Diego,CA,92107,1,1,,550,1980,3,674900,2023-11-17,215000,2012-10-31,,1227,32.745733,-117.254017,1,434,
https://www.realtor.com/realestateandhomes-detail/1041179759,SDCA,230022670,FOR_SALE,CONDOS,5440  LA Jolla Blvd,Unit E208,La Jolla,CA,92037,1,1,1,1394,2005,3,1575000,2023-11-17,1275000,2022-08-22,59242,1130,32.811268,-117.267541,1,607,2
https://www.realtor.com/realestateandhomes-detail/9958540672,MRCA,NDP2308928,FOR_SALE,CONDOS,5226  Grand Del Mar Way,,San Diego,CA,92130,3,5,,5035,2008,3,350000,2023-11-17,,,125888,70,,,2,1513,3
https://www.realtor.com/realestateandhomes-detail/2020920433,SDCA,230022666,FOR_SALE,SINGLE_FAMILY,5011  Millwood Rd,,San Diego,CA,92117,3,2,,1098,1958,3,1000000,2023-11-17,415000,2004-04-20,6000,911,32.836894,-117.19453,1,0,2
https://www.realtor.com/realestateandhomes-detail/1633087441,MRCA,OC23213378,FOR_SALE,SINGLE_FAMILY,4605  Yerba Santa Dr,,San Diego,CA,92115,8,12,,15000,2000,3,4950000,2023-11-17,,,89734,330,32.776334,-117.096371,2,160,3
https://www.realtor.com/realestateandhomes-detail/2210760696,MRCA,PTP2305711,FOR_SALE,SINGLE_FAMILY,8011  Solana St,,San Diego,CA,92114,3,2,,1025,1953,3,699900,2023-11-17,203000,2010-12-30,6000,683,32.716201,-117.031492,1,0,
https://www.realtor.com/realestateandhomes-detail/2633626210,SDCA,230022660,FOR_SALE,CONDOS,830  Isthmus Ct,Unit B,San Diego,CA,92109,3,2,1,1523,1986,3,1749999,2023-11-17,1380000,2022-04-01,,1149,32.773273,-117.250549,2,0,
https://www.realtor.com/realestateandhomes-detail/9219584450,SDCA,230022658,FOR_SALE,CONDOS,207  5th Ave,Unit 736,San Diego,CA,92101,0,1,,431,2008,3,295000,2023-11-17,,,52708,684,32.707745,-117.159615,1,837,
https://www.realtor.com/realestateandhomes-detail/1257772687,SDCA,230022657,FOR_SALE,CONDOS,207  5th Ave,Unit 737,San Diego,CA,92101,0,1,,401,2008,3,450000,2023-11-17,553000,2007-11-21,52708,1122,32.707767,-117.159616,1,837,
https://www.realtor.com/realestateandhomes-detail/1993818616,SDCA,230022654,FOR_SALE,SINGLE_FAMILY,4760  Cannington Dr,,San Diego,CA,92117,5,3,,2348,1976,3,1699990,2023-11-17,950000,2023-03-31,5000,724,32.829047,-117.168194,2,0,2
https://www.realtor.com/realestateandhomes-detail/2201428557,SDCA,230022652,FOR_SALE,SINGLE_FAMILY,3668  Leland St,,San Diego,CA,92106,3,2,,1820,1960,3,1495000,2023-11-17,970000,2018-05-23,6536,821,32.749405,-117.219277,1,0,2
https://www.realtor.com/realestateandhomes-detail/1088303108,SDCA,230022651,FOR_SALE,CONDOS,1021  Scott St,Apt 224,San Diego,CA,92106,0,1,,267,1980,3,417000,2023-11-17,330000,2021-12-17,,1562,32.719664,-117.231016,1,361,1
https://www.realtor.com/realestateandhomes-detail/1813122358,SDCA,230022649,FOR_SALE,SINGLE_FAMILY,2232  Valner Ct,,San Diego,CA,92139,3,2,,1050,1961,3,769900,2023-11-17,125000,1996-04-30,,733,32.679954,-117.057444,1,0,2
https://www.realtor.com/realestateandhomes-detail/1980517823,MRCA,PTP2305703,FOR_SALE,CONDOS,4875  Collwood Blvd,Unit A,San Diego,CA,92115,2,2,,971,1970,3,510000,2023-11-17,291000,2004-04-05,196891,525,32.767379,-117.082822,1,490,1
https://www.realtor.com/realestateandhomes-detail/2406802940,MRCA,NDP2308922,FOR_SALE,SINGLE_FAMILY,4787  Castle Ave,,San Diego,CA,92105,2,1,,744,1932,3,570000,2023-11-17,,,4871,766,32.745002,-117.091844,1,0,
https://www.realtor.com/realestateandhomes-detail/2098705828,SDCA,230022646,FOR_SALE,CONDOS,8155  Via Mallorca,,La Jolla,CA,92037,2,2,,984,1976,3,795000,2023-11-17,165000,1996-02-20,,808,32.854622,-117.234974,1,410,2
https://www.realtor.com/realestateandhomes-detail/1267536057,MRCA,ND23213242,FOR_SALE,CONDOS,6025  Estelle St,Unit 8,San Diego,CA,92115,2,2,,953,1989,3,529900,2023-11-17,252500,2015-07-27,18069,556,32.758234,-117.067473,1,285,2
https://www.realtor.com/realestateandhomes-detail/1211825004,SDCA,230022643,FOR_SALE,SINGLE_FAMILY,1008  27th St,,San Diego,CA,92154,3,2,,1025,1969,3,699000,2023-11-17,407000,2017-04-20,,682,32.578398,-117.075696,1,0,
https://www.realtor.com/realestateandhomes-detail/2870259166,SDCA,230022641,FOR_SALE,CONDOS,2610  Torrey Pines Rd,Apt C32,La Jolla,CA,92037,2,2,,1204,1966,3,849900,2023-11-17,565000,2017-04-21,,706,32.852002,-117.247423,1,623,1
https://www.realtor.com/realestateandhomes-detail/2481159867,SDCA,230022638,FOR_SALE,SINGLE_FAMILY,4645  Santa Monica Ave,,San Diego,CA,92107,4,4,,3000,1933,3,2495000,2023-11-17,1000000,2019-08-30,6981,832,32.743696,-117.244416,3,0,1
https://www.realtor.com/realestateandhomes-detail/1003442107,SDCA,230022635,FOR_SALE,SINGLE_FAMILY,8324  Teresa Dr,,San Diego,CA,92126,4,2,,1406,1979,3,1049900,2023-11-17,370000,2011-10-31,,747,32.925236,-117.144457,1,0,2
https://www.realtor.com/realestateandhomes-detail/1720177949,SDCA,230022634,FOR_SALE,SINGLE_FAMILY,6728  Richard St,,San Diego,CA,92115,3,2,,1800,1953,3,975000,2023-11-17,127000,1997-11-10,4900,542,32.773941,-117.052866,1,0,2
https://www.realtor.com/realestateandhomes-detail/1478892344,SDCA,230022632,FOR_SALE,CONDOS,10225  Caminito Cuervo,Unit 131,San Diego,CA,92108,1,1,1,868,1978,3,585000,2023-11-17,,,,674,32.787705,-117.112298,1,420,
https://www.realtor.com/realestateandhomes-detail/2642844622,SDCA,230022631,FOR_SALE,CONDOS,700 W E St,Unit 302,San Diego,CA,92101,1,1,,827,2007,3,570000,2023-11-17,450000,2020-04-27,51836,689,32.715121,-117.16958,2,1415,1
https://www.realtor.com/realestateandhomes-detail/1847083004,SDCA,230022630,FOR_SALE,SINGLE_FAMILY,620 S Gregory St,,San Diego,CA,92113,3,2,,1125,1953,3,699000,2023-11-17,,,,621,32.699926,-117.121946,1,0,
https://www.realtor.com/realestateandhomes-detail/1771914450,SDCA,230022629,FOR_SALE,MULTI_FAMILY,4629-4629  1/2 32nd St,,San Diego,CA,92116,2,2,,1014,1924,3,999000,2023-11-17,477500,2015-10-14,3236,985,32.761742,-117.124692,1,0,1
https://www.realtor.com/realestateandhomes-detail/1268517874,SDCA,230022627,FOR_SALE,SINGLE_FAMILY,7460  Jamacha Rd,,San Diego,CA,92114,4,2,,1300,1951,3,778000,2023-11-17,10000,1975-09-23,7200,598,32.711741,-117.038863,1,0,
https://www.realtor.com/realestateandhomes-detail/2965207194,MRCA,NDP2308915,FOR_SALE,CONDOS,3795  Georgia St,Apt 402,San Diego,CA,92103,2,2,,1003,1990,3,685000,2023-11-17,652500,2022-06-27,15995,683,32.747242,-117.144617,1,442,2
https://www.realtor.com/realestateandhomes-detail/1480606608,SDCA,230022620,FOR_SALE,SINGLE_FAMILY,17484  Plaza Del Curtidor,Unit 178,San Diego,CA,92128,2,2,,1455,1973,3,699000,2023-11-17,124000,1987-08-10,,480,33.02957,-117.054777,1,452,
https://www.realtor.com/realestateandhomes-detail/2637762729,SDCA,230022619,FOR_SALE,SINGLE_FAMILY,810  Vanitie Ct,,San Diego,CA,92109,2,1,,635,1927,3,1375000,2023-11-17,1200000,2021-04-02,1289,2165,32.786882,-117.253159,1,,
https://www.realtor.com/realestateandhomes-detail/1602819272,MRCA,NDP2308911,FOR_SALE,CONDOS,2814  Terrace Pine Dr,Unit C,San Ysidro,CA,92173,2,1,,903,1977,3,399000,2023-11-17,110000,2008-08-29,,442,32.568709,-117.072948,2,300,1
https://www.realtor.com/realestateandhomes-detail/1575736500,SDCA,230022617,FOR_SALE,CONDOS,10325  Caminito Cuervo,Unit 170,San Diego,CA,92108,2,2,,1037,1978,3,599000,2023-11-17,340000,2017-03-14,74923,578,32.787252,-117.112606,3,400,
https://www.realtor.com/realestateandhomes-detail/2517755053,SDCA,230022615,FOR_SALE,TOWNHOMES,4160  Via Candidiz,Unit 197,San Diego,CA,92130,3,2,1,1206,1995,3,1099000,2023-11-17,170000,1997-02-28,,911,32.950544,-117.226553,2,240,2
https://www.realtor.com/realestateandhomes-detail/1552406676,SDCA,230022614,FOR_SALE,CONDOS,6675  Mission Gorge Rd,Unit A112,San Diego,CA,92120,1,1,,626,1976,3,398000,2023-11-17,265000,2021-07-08,77537,636,32.794671,-117.095791,1,324,
https://www.realtor.com/realestateandhomes-detail/1411295073,SDCA,230022610,FOR_SALE,SINGLE_FAMILY,3015  Elm St,,San Diego,CA,92102,2,1,,660,2008,3,800000,2023-11-17,,,2276,1212,32.724302,-117.129807,1,0,
https://www.realtor.com/realestateandhomes-detail/1144877732,SDCA,230022502,FOR_SALE,LAND,8158  Artesian Rd,Unit 8158,San Diego,CA,92127,,,,,,3,2150000,2023-11-17,219000,2007-11-08,217800,,33.019984,-117.15597,,,
https://www.realtor.com/realestateandhomes-detail/2995487621,MRCA,PTP2305694,FOR_SALE,CONDOS,4120  Kansas St,Apt 7,San Diego,CA,92104,1,1,,656,1997,3,449000,2023-11-17,358500,2021-06-03,15760,684,32.752742,-117.131759,1,272,
https://www.realtor.com/realestateandhomes-detail/1971614412,SDCA,230022602,FOR_SALE,TOWNHOMES,6844  Panamint Row,Unit 5,San Diego,CA,92139,3,2,,1183,1980,3,574900,2023-11-17,121500,2013-06-06,,486,32.682054,-117.043596,2,265,
https://www.realtor.com/realestateandhomes-detail/1753378755,SDCA,230022601,FOR_SALE,CONDOS,4851  Cole St,Unit 6,San Diego,CA,92117,3,2,,1188,1968,3,649900,2023-11-17,,,46609,547,32.83408,-117.200905,1,345,
https://www.realtor.com/realestateandhomes-detail/1170087148,MRCA,OC23213012,FOR_SALE,SINGLE_FAMILY,1405  Eboe Ave,,San Diego,CA,92154,4,1,,1588,1959,3,675000,2023-11-17,,,7400,425,32.576943,-117.103557,1,0,
https://www.realtor.com/realestateandhomes-detail/1597139686,MRCA,PTP2305692,FOR_SALE,SINGLE_FAMILY,4175  35th St,,San Diego,CA,92104,3,1,,1158,1924,3,999990,2023-11-17,800000,2021-04-02,6250,864,32.752926,-117.117658,1,0,1
https://www.realtor.com/realestateandhomes-detail/1284409276,MRCA,PTP2305691,FOR_SALE,CONDOS,4222  Menlo Ave,Unit 29,San Diego,CA,92115,2,2,,800,1992,3,465000,2023-11-17,360000,2021-12-20,,581,32.753726,-117.094752,1,350,2
https://www.realtor.com/realestateandhomes-detail/1000125408,SDCA,230022596,FOR_SALE,SINGLE_FAMILY,3585-87  29th St,,San Diego,CA,92104,4,2,1,1538,1920,3,1549000,2023-11-17,290000,1990-08-16,,1007,32.743922,-117.13069,1,0,2
https://www.realtor.com/realestateandhomes-detail/1481415086,SDCA,230022592,FOR_SALE,SINGLE_FAMILY,7545  Dancy Rd,,San Diego,CA,92126,4,3,,1998,1986,3,1325000,2023-11-17,145500,1986-05-19,6283,663,32.906714,-117.163417,2,0,2
https://www.realtor.com/realestateandhomes-detail/2708977946,SDCA,230022587,FOR_SALE,SINGLE_FAMILY,3451  Ottawa Ave,,San Diego,CA,92117,4,2,,1433,1953,3,1399000,2023-11-17,,,10454,976,32.803775,-117.201418,1,0,1
https://www.realtor.com/realestateandhomes-detail/1416549571,SDCA,230022584,FOR_SALE,MULTI_FAMILY,1741  30th St,,San Diego,CA,92102,4,3,,1360,2007,3,1300000,2023-11-17,36000,1990-07-06,,956,32.724203,-117.129894,1,,
https://www.realtor.com/realestateandhomes-detail/1027418599,SDCA,230022583,FOR_SALE,MULTI_FAMILY,2129-2131  B St,,San Diego,CA,92102,4,4,,2176,1950,4,1595000,2023-11-16,1450000,2022-12-07,2739,733,32.717696,-117.144406,2,0,3
https://www.realtor.com/realestateandhomes-detail/2219436109,MRCA,NDP2308896,FOR_SALE,SINGLE_FAMILY,1210  Inspiration Dr,,La Jolla,CA,92037,4,3,1,3474,1990,4,5995000,2023-11-16,2555000,2014-05-28,18731,1726,32.825373,-117.265546,1,0,2
https://www.realtor.com/realestateandhomes-detail/2327873674,SDCA,230022580,FOR_SALE,MULTI_FAMILY,4445  42nd St,,San Diego,CA,92116,4,2,1,1800,1936,4,1299995,2023-11-16,550000,2007-03-27,5868,722,32.758018,-117.104701,1,0,3
https://www.realtor.com/realestateandhomes-detail/1697907437,SDCA,230022578,FOR_SALE,SINGLE_FAMILY,938  57th St,,San Diego,CA,92114,3,2,,1125,1958,4,825000,2023-11-16,,,,733,32.715906,-117.074209,1,0,4
https://www.realtor.com/realestateandhomes-detail/2076425838,SDCA,230022576,FOR_SALE,CONDOS,4667  Ocean Blvd,Unit 408,San Diego,CA,92109,2,2,,862,1973,4,1349000,2023-11-16,1275000,2021-07-08,24394,1565,32.798669,-117.25725,1,605,1
https://www.realtor.com/realestateandhomes-detail/1857812447,SDCA,230022573,FOR_SALE,SINGLE_FAMILY,5315  Canterbury Dr,,San Diego,CA,92116,4,3,,2841,1938,4,2995000,2023-11-16,,,9019,1054,32.774191,-117.10762,2,,2
https://www.realtor.com/realestateandhomes-detail/2703115851,SDCA,230022569,FOR_SALE,SINGLE_FAMILY,8918  Stargaze Ave,,San Diego,CA,92129,4,2,1,1958,1987,4,1500000,2023-11-16,152000,1987-01-05,,766,32.975959,-117.135608,2,0,2
https://www.realtor.com/realestateandhomes-detail/1442448759,SDCA,230022567,FOR_SALE,SINGLE_FAMILY,747  Windemere Ct,,San Diego,CA,92109,2,1,1,990,1973,4,1850000,2023-11-16,927000,2016-11-22,1325,1869,32.788482,-117.25356,2,0,1
https://www.realtor.com/realestateandhomes-detail/1072868527,SDCA,230022556,FOR_SALE,SINGLE_FAMILY,3379  32nd St,,San Diego,CA,92104,3,2,,1475,1970,4,1350000,2023-11-16,955000,2020-05-04,4651,915,32.740825,-117.124735,1,0,
https://www.realtor.com/realestateandhomes-detail/1087650389,SDCA,230022566,FOR_SALE,CONDOS,3635  Ash St,Unit 9,San Diego,CA,92105,2,2,,824,1987,4,450000,2023-11-16,145000,2009-05-21,300564,546,32.718867,-117.115441,1,534,
https://www.realtor.com/realestateandhomes-detail/1360542038,SDCA,230022563,FOR_SALE,CONDOS,8328  Regents Rd,Unit 1J,San Diego,CA,92122,2,2,,894,1985,4,699000,2023-11-16,465000,2018-11-13,61420,782,32.866609,-117.221695,1,471,
https://www.realtor.com/realestateandhomes-detail/2440826744,SDCA,230022560,FOR_SALE,SINGLE_FAMILY,5892  Adelaide Ave,,San Diego,CA,92115,3,2,,1366,1943,4,965000,2023-11-16,650500,2020-04-01,4551,706,32.757817,-117.070417,1,,1
https://www.realtor.com/realestateandhomes-detail/1266313436,SDCA,230022559,FOR_SALE,SINGLE_FAMILY,7852  Corte De Luz,,San Diego,CA,92127,5,6,1,8082,2009,4,8378000,2023-11-16,4435000,2015-08-03,45302,1037,32.988298,-117.147943,1,600,4
